Store,Date,IsHoliday,Weekly_Sales,Type,Size,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,Lag_1,Lag_52,Rolling_Mean_4w,Year,Month,WeekOfYear,Type_encoded
6,2012-01-06,0,1395339.71,A,202505,50.82,3.157,3220.17,32056.43,108.24,985.76,6650.63,221.3088023,6.132,1598080.52,1350441.68,2045198.56,2012,1,1,0
6,2012-01-13,0,1344243.17,A,202505,48.33,3.261,4779.48,11967.81,65.72,575.13,4512.18,221.4893412,6.132,1395339.71,1306194.55,1918187.2025,2012,1,2,0
6,2012-01-20,0,1326255.7,A,202505,55.37,3.268,3413.91,1540.99,33.02,449.06,6587.63,221.5831306,6.132,1344243.17,1261253.18,1745574.105,2012,1,3,0
6,2012-01-27,0,1315610.66,A,202505,53.95,3.29,1510.59,630.92,37.1,17.0,2641.9,221.6769199,6.132,1326255.7,1287034.7,1415979.7750000001,2012,1,4,0
6,2012-02-03,0,1496305.78,A,202505,57.45,3.36,36848.38,1772.68,161.55,28199.34,7151.33,221.7707093,6.132,1315610.66,1514999.17,1345362.31,2012,2,5,0
6,2012-02-10,1,1620603.92,A,202505,48.58,3.409,12635.19,5694.76,68.45,8976.17,6779.43,221.8644987,6.132,1496305.78,1486920.17,1370603.8275,2012,2,6,0
6,2012-02-17,0,1632616.09,A,202505,49.03,3.51,13182.32,15299.89,12.82,6129.29,7603.05,222.026359,6.132,1620603.92,1572117.54,1439694.015,2012,2,7,0
6,2012-02-24,0,1465187.71,A,202505,59.17,3.555,9198.08,8878.31,10.6,642.13,5539.68,222.2392726,6.132,1632616.09,1422600.43,1516284.1124999998,2012,2,8,0
6,2012-03-02,0,1550385.65,A,202505,60.32,3.63,20243.99,618.72,14.35,9687.4,4968.92,222.4521862,6.132,1465187.71,1502617.99,1553678.375,2012,3,9,0
6,2012-03-09,0,1569304.4,A,202505,57.89,3.669,7731.19,445.6,4.19,446.42,5729.67,222.6650998,6.132,1550385.65,1494497.3900000001,1567198.3425,2012,3,10,0
6,2012-03-16,0,1748010.29,A,202505,62.8,3.734,7034.05,103.68,4.59,2231.64,2062.04,222.8186603,6.132,1569304.4,1685375.47,1554373.4625,2012,3,11,0
6,2012-03-23,0,1495143.62,A,202505,63.71,3.787,4928.84,57.72,10.95,664.8,3968.26,222.8930835,6.132,1748010.29,1438465.81,1583222.0125000002,2012,3,12,0
6,2012-03-30,0,1508933.26,A,202505,67.91,3.845,12063.62,6.78,16.5,1859.67,3535.25,222.9675066,6.132,1495143.62,1459276.77,1590710.9899999998,2012,3,13,0
6,2012-04-06,0,1840131.19,A,202505,71.6,3.891,9199.63,,24.6,4044.88,4314.27,223.0419298,5.964,1508933.26,1534594.0,1580347.8925,2012,4,14,0
6,2012-04-13,0,1616394.45,A,202505,71.29,3.891,4634.18,6968.14,18.04,1544.21,2875.46,223.1163529,5.964,1840131.19,1448797.02,1648054.5899999999,2012,4,15,0
6,2012-04-20,0,1456073.24,A,202505,68.64,3.877,2326.27,2591.86,14.79,81.42,3663.48,223.17092,5.964,1616394.45,1639358.93,1615150.6300000001,2012,4,16,0
6,2012-04-27,0,1456221.1,A,202505,71.5,3.814,2564.41,1.49,15.54,9.94,2556.36,223.2254871,5.964,1456073.24,1479249.9,1605383.0350000001,2012,4,17,0
7,2011-02-04,0,558027.77,B,70713,-2.06,3.011,,,,,,191.7625895,8.818,513372.17,496725.44,560865.1174999999,2011,2,5,1
7,2011-02-11,1,559903.13,B,70713,10.24,3.037,,,,,,191.8572881,8.818,558027.77,524104.92,535081.075,2011,2,6,1
7,2011-02-18,0,572387.47,B,70713,17.3,3.051,,,,,,191.9178331,8.818,559903.13,506760.54000000004,538210.6325000001,2011,2,7,1
7,2011-02-25,0,546690.84,B,70713,17.46,3.101,,,,,,191.9647167,8.818,572387.47,496083.24,550922.635,2011,2,8,1
7,2011-03-04,0,551378.39,B,70713,21.84,3.232,,,,,,192.0116004,8.818,546690.84,491419.55000000005,559252.3025,2011,3,9,1
7,2011-03-11,0,558963.8300000001,B,70713,20.7,3.372,,,,,,192.058484,8.818,551378.39,480452.1,557589.9575,2011,3,10,1
7,2011-03-18,0,635014.6900000001,B,70713,27.69,3.406,,,,,,192.1237981,8.818,558963.8300000001,574450.23,557355.1325000001,2011,3,11,1
7,2011-03-25,0,559061.58,B,70713,25.69,3.414,,,,,,192.1964844,8.818,635014.6900000001,514731.60000000003,573011.9375,2011,3,12,1
7,2011-04-01,0,513409.67,B,70713,24.83,3.461,,,,,,192.2691707,8.595,559061.58,561145.14,576104.6225,2011,4,13,1
7,2011-04-08,0,500552.16,B,70713,30.64,3.532,,,,,,192.3418571,8.595,513409.67,484263.25,566612.4425,2011,4,14,1
7,2011-04-15,0,423380.14,B,70713,27.79,3.611,,,,,,192.4225954,8.595,500552.16,406228.19,552009.5249999999,2011,4,15,1
7,2011-04-22,0,466594.89,B,70713,31.84,3.636,,,,,,192.5234638,8.595,423380.14,404751.25,499100.88749999995,2011,4,16,1
7,2011-04-29,0,410429.73,B,70713,26.79,3.663,,,,,,192.6243322,8.595,466594.89,373655.61,475984.21499999997,2011,4,17,1
7,2011-05-06,0,407012.47,B,70713,26.54,3.735,,,,,,192.7252006,8.595,410429.73,395453.83,450239.23,2011,5,18,1
7,2011-05-13,0,414094.05,B,70713,36.61,3.767,,,,,,192.826069,8.595,407012.47,372673.61,426854.3075,2011,5,19,1
7,2011-05-20,0,424670.98,B,70713,36.16,3.828,,,,,,192.831317,8.595,414094.05,395195.65,424532.785,2011,5,20,1
7,2011-05-27,0,457216.87,B,70713,37.51,3.795,,,,,,192.8365651,8.595,424670.98,442734.55,414051.8075,2011,5,21,1
7,2011-06-03,0,542295.37,B,70713,45.77,3.763,,,,,,192.8418131,8.595,457216.87,509183.22000000003,425748.59249999997,2011,6,22,1
7,2011-06-10,0,621099.95,B,70713,53.3,3.735,,,,,,192.8470612,8.595,542295.37,498580.87,459569.3175,2011,6,23,1
7,2011-06-17,0,610991.35,B,70713,48.79,3.697,,,,,,192.9034759,8.595,621099.95,481144.09,511320.7925,2011,6,24,1
7,2011-06-24,0,640043.97,B,70713,46.85,3.661,,,,,,192.9982655,8.595,610991.35,553714.87,557900.885,2011,6,25,1
7,2011-07-01,0,704344.21,B,70713,58.54,3.597,,,,,,193.0930552,8.622,640043.97,575570.77,603607.66,2011,7,26,1
7,2011-07-08,0,761793.94,B,70713,59.08,3.54,,,,,,193.1878448,8.622,704344.21,593462.34,644119.87,2011,7,27,1
7,2011-07-15,0,642748.21,B,70713,54.37,3.532,,,,,,193.3125484,8.622,761793.94,557166.35,679293.3674999999,2011,7,28,1
7,2011-07-22,0,688043.96,B,70713,56.22,3.545,,,,,,193.5120367,8.622,642748.21,570231.21,687232.5824999999,2011,7,29,1
7,2011-07-29,0,653382.62,B,70713,56.66,3.547,,,,,,193.711525,8.622,688043.96,603547.16,699232.58,2011,7,30,1
7,2011-08-05,0,695392.84,B,70713,55.91,3.554,,,,,,193.9110133,8.622,653382.62,643854.17,686492.1825,2011,8,31,1
7,2011-08-12,0,670670.46,B,70713,54.56,3.542,,,,,,194.1105017,8.622,695392.84,598185.4,669891.9075,2011,8,32,1
7,2011-08-19,0,645156.21,B,70713,56.06,3.499,,,,,,194.2500634,8.622,670670.46,582353.17,676872.47,2011,8,33,1
7,2011-08-26,0,629994.47,B,70713,57.6,3.485,,,,,,194.3796374,8.622,645156.21,554309.24,666150.5325,2011,8,34,1
7,2011-09-02,0,592355.24,B,70713,53.4,3.511,,,,,,194.5092113,8.622,629994.47,532765.05,660303.495,2011,9,35,1
7,2011-09-09,1,613135.23,B,70713,45.61,3.566,,,,,,194.6387853,8.622,592355.24,535769.32,634544.095,2011,9,36,1
7,2011-09-16,0,558981.45,B,70713,43.67,3.596,,,,,,194.7419707,8.622,613135.23,489408.53,620160.2875,2011,9,37,1
7,2011-09-23,0,536144.81,B,70713,43.67,3.581,,,,,,194.8099713,8.622,558981.45,488008.83,598616.5975,2011,9,38,1
7,2011-09-30,0,488880.26,B,70713,47.34,3.538,,,,,,194.8779718,8.622,536144.81,448998.73,575154.1825,2011,9,39,1
7,2011-10-07,0,525866.36,B,70713,40.65,3.498,,,,,,194.9459724,8.513,488880.26,480239.88,549285.4375,2011,10,40,1
7,2011-10-14,0,501959.19,B,70713,32.65,3.491,,,,,,195.0261012,8.513,525866.36,463370.48,527468.22,2011,10,41,1
7,2011-10-21,0,558691.4299999999,B,70713,37.49,3.548,,,,,,195.1789994,8.513,501959.19,472450.81,513212.65499999997,2011,10,42,1
7,2011-10-28,0,527339.52,B,70713,28.82,3.55,,,,,,195.3318977,8.513,558691.4299999999,465493.15,518849.31,2011,10,43,1
7,2011-11-04,0,564536.01,B,70713,23.41,3.527,,,,,,195.4847959,8.513,527339.52,480512.44,528464.125,2011,11,44,1
7,2011-11-11,0,556015.59,B,70713,19.53,3.505,3307.6,1431.65,143.06,1330.31,1680.9,195.6376941,8.513,564536.01,507584.29,538131.5375,2011,11,45,1
7,2011-11-18,0,539826.56,B,70713,29.53,3.479,3221.47,1229.96,7.35,494.15,3947.57,195.7184713,8.513,556015.59,482528.36,551645.6375,2011,11,46,1
7,2011-11-25,1,949075.87,B,70713,27.6,3.424,35.94,6.47,41487.59,12.0,905.95,195.7704,8.513,539826.56,835189.26,546929.42,2011,11,47,1
7,2011-12-02,0,591907.88,B,70713,20.38,3.378,2229.32,6.47,738.42,1630.88,11534.89,195.8223287,8.513,949075.87,552811.62,652363.5075000001,2011,12,48,1
7,2011-12-09,0,653845.45,B,70713,11.17,3.331,3393.21,,94.93,589.44,3067.9,195.8742575,8.513,591907.88,599730.07,659206.475,2011,12,49,1
7,2011-12-16,0,720242.1900000001,B,70713,15.2,3.266,2089.28,0.09,168.73,439.97,1899.74,195.9841685,8.513,653845.45,716388.81,683663.9400000001,2011,12,50,1
7,2011-12-23,0,1059715.27,B,70713,12.19,3.173,519.82,0.15,483.1,41.51,1313.38,196.1713893,8.513,720242.1900000001,1045124.88,728767.8475,2011,12,51,1
7,2011-12-30,1,815915.52,B,70713,15.56,3.119,2026.82,17021.3,113.19,144.93,1178.13,196.3586101,8.513,1059715.27,729572.08,756427.6975,2011,12,52,1
7,2012-01-06,0,713117.66,B,70713,18.67,3.095,2373.44,11519.36,7.26,162.72,4504.47,196.5458309,8.256,815915.52,661163.9400000001,812429.6075,2012,1,1,1
7,2012-01-13,0,593875.46,B,70713,7.46,3.077,3167.26,5926.48,0.54,191.84,1415.69,196.7330517,8.256,713117.66,547384.9,827247.66,2012,1,2,1
7,2012-01-20,0,578002.85,B,70713,27.41,3.055,1967.73,2791.5,0.73,213.86,4297.27,196.7796652,8.256,593875.46,521539.46,795655.9775,2012,1,3,1
7,2012-01-27,0,541037.98,B,70713,26.9,3.038,747.21,559.46,,47.0,2332.92,196.8262786,8.256,578002.85,513372.17,675227.8725,2012,1,4,1
7,2012-02-03,0,580453.32,B,70713,22.2,3.031,56917.7,1839.82,4.53,16241.73,2414.97,196.8728921,8.256,541037.98,558027.77,606508.4875,2012,2,5,1
7,2012-02-10,1,563460.77,B,70713,18.79,3.103,13100.37,3096.6,1.73,4854.7,6266.04,196.9195056,8.256,580453.32,559903.13,573342.4025,2012,2,6,1
7,2012-02-17,0,620908.1799999999,B,70713,27.03,3.113,5453.54,4918.31,1.88,1838.98,5303.89,196.9432711,8.256,563460.77,572387.47,565738.73,2012,2,7,1
7,2012-02-24,0,603041.14,B,70713,24.41,3.129,10170.57,4331.71,93.06,2699.15,3456.7,196.9499007,8.256,620908.1799999999,546690.84,576465.0625,2012,2,8,1
7,2012-03-02,0,551058.13,B,70713,21.64,3.191,41848.34,2326.08,139.2,15505.0,1348.86,196.9565303,8.256,603041.14,551378.39,591965.8525,2012,3,9,1
7,2012-03-09,0,579166.5,B,70713,30.1,3.286,12144.9,1178.96,2.18,996.02,2221.16,196.9631599,8.256,551058.13,558963.8300000001,584617.055,2012,3,10,1
7,2012-03-16,0,669205.73,B,70713,37.29,3.486,2980.91,3.28,2.55,3440.61,1127.01,197.0457208,8.256,579166.5,635014.6900000001,588543.4875,2012,3,11,1
7,2012-03-23,0,615997.29,B,70713,35.06,3.664,8458.87,,3.84,293.35,1493.28,197.2295234,8.256,669205.73,559061.58,600617.875,2012,3,12,1
7,2012-03-30,0,583322.2,B,70713,44.99,3.75,8460.02,2.4,9.25,385.22,1666.6,197.4133259,8.256,615997.29,513409.67,603856.9125,2012,3,13,1
7,2012-04-06,0,621425.98,B,70713,44.29,3.854,7550.89,,21.98,1156.2,3500.91,197.5971285,8.09,583322.2,500552.16,611922.93,2012,4,14,1
7,2012-04-13,0,517420.23,B,70713,41.43,3.901,1662.2,1555.57,15.47,776.66,1377.63,197.780931,8.09,621425.98,423380.14,622487.8,2012,4,15,1
7,2012-04-20,0,457340.06,B,70713,39.3,3.936,2114.64,863.38,14.21,549.62,1509.05,197.7227385,8.09,517420.23,466594.89,584541.425,2012,4,16,1
7,2012-04-27,0,467827.75,B,70713,51.49,3.927,819.48,,45.94,49.82,1209.89,197.664546,8.09,457340.06,410429.73,544877.1175,2012,4,17,1
8,2011-02-04,0,944594.78,A,155078,24.48,2.989,,,,,,215.9327797,6.262,782256.66,1004137.09,821909.1950000001,2011,2,5,0
8,2011-02-11,1,996147.39,A,155078,28.26,3.022,,,,,,216.3126733,6.262,944594.78,994801.4,839791.5825,2011,2,6,0
8,2011-02-18,0,1065108.64,A,155078,50.64,3.045,,,,,,216.6310383,6.262,996147.39,963960.37,886416.765,2011,2,7,0
8,2011-02-25,0,917317.15,A,155078,51.29,3.065,,,,,,216.9247918,6.262,1065108.64,847592.11,947026.8674999999,2011,2,8,0
8,2011-03-04,0,935266.4299999999,A,155078,53.18,3.288,,,,,,217.2185454,6.262,917317.15,881503.95,980791.9899999999,2011,3,9,0
8,2011-03-11,0,900387.29,A,155078,49.14,3.459,,,,,,217.512299,6.262,935266.4299999999,860336.16,978459.9025,2011,3,10,0
8,2011-03-18,0,898289.14,A,155078,56.68,3.488,,,,,,217.7705442,6.262,900387.29,839911.0,954519.8775,2011,3,11,0
8,2011-03-25,0,827968.36,A,155078,59.74,3.473,,,,,,218.0145862,6.262,898289.14,772539.12,912815.0025,2011,3,12,0
8,2011-04-01,0,878762.3,A,155078,49.86,3.524,,,,,,218.2586281,6.297,827968.36,914500.91,890477.805,2011,4,13,0
8,2011-04-08,0,949825.83,A,155078,65.62,3.622,,,,,,218.50267,6.297,878762.3,916033.92,876351.7725,2011,4,14,0
8,2011-04-15,0,908278.74,A,155078,63.55,3.743,,,,,,218.7262524,6.297,949825.83,882917.12,888711.4075,2011,4,15,0
8,2011-04-22,0,937473.13,A,155078,65.11,3.807,,,,,,218.8986857,6.297,908278.74,850440.26,891208.8075000001,2011,4,16,0
8,2011-04-29,0,855014.77,A,155078,62.29,3.81,,,,,,219.071119,6.297,937473.13,778672.64,918585.0,2011,4,17,0
8,2011-05-06,0,941457.34,A,155078,58.92,3.906,,,,,,219.2435524,6.297,855014.77,916820.96,912648.1175,2011,5,18,0
8,2011-05-13,0,895763.41,A,155078,72.96,3.899,,,,,,219.4159857,6.297,941457.34,873337.84,910555.995,2011,5,19,0
8,2011-05-20,0,836049.89,A,155078,65.54,3.907,,,,,,219.1746922,6.297,895763.41,818333.21,907427.1625000001,2011,5,20,0
8,2011-05-27,0,857939.41,A,155078,73.14,3.786,,,,,,218.9333986,6.297,836049.89,868041.5599999999,882071.3525,2011,5,21,0
8,2011-06-03,0,929222.16,A,155078,82.05,3.699,,,,,,218.6921051,6.297,857939.41,958225.41,882802.5125,2011,6,22,0
8,2011-06-10,0,897309.41,A,155078,82.21,3.648,,,,,,218.4508115,6.297,929222.16,914835.86,879743.7175,2011,6,23,0
8,2011-06-17,0,922048.41,A,155078,84.73,3.637,,,,,,218.4021448,6.297,897309.41,869922.56,880130.2175,2011,6,24,0
8,2011-06-24,0,864881.24,A,155078,83.94,3.594,,,,,,218.4979481,6.297,922048.41,814919.11,901629.8475000001,2011,6,25,0
8,2011-07-01,0,883683.35,A,155078,87.26,3.524,,,,,,218.5937514,6.425,864881.24,852333.75,903365.305,2011,7,26,0
8,2011-07-08,0,861965.12,A,155078,83.57,3.48,,,,,,218.6895548,6.425,883683.35,845289.77,891980.6025,2011,7,27,0
8,2011-07-15,0,849925.37,A,155078,84.26,3.575,,,,,,218.7746217,6.425,861965.12,848630.5700000001,883144.53,2011,7,28,0
8,2011-07-22,0,829902.42,A,155078,85.46,3.651,,,,,,218.8328475,6.425,849925.37,785515.88,865113.7699999999,2011,7,29,0
8,2011-07-29,0,807082.19,A,155078,86.46,3.682,,,,,,218.8910733,6.425,829902.42,787295.09,856369.065,2011,7,30,0
8,2011-08-05,0,892393.77,A,155078,85.15,3.684,,,,,,218.9492991,6.425,807082.19,893399.77,837218.7749999999,2011,8,31,0
8,2011-08-12,0,856796.1,A,155078,86.05,3.638,,,,,,219.0075249,6.425,892393.77,867919.21,844825.9375,2011,8,32,0
8,2011-08-19,0,895066.5,A,155078,82.92,3.554,,,,,,219.0701968,6.425,856796.1,870676.4400000001,846543.62,2011,8,33,0
8,2011-08-26,0,912542.82,A,155078,84.69,3.523,,,,,,219.1336097,6.425,895066.5,888816.78,862834.6399999999,2011,8,34,0
8,2011-09-02,0,891387.14,A,155078,84.77,3.533,,,,,,219.1970226,6.425,912542.82,899036.47,889199.7975000001,2011,9,35,0
8,2011-09-09,1,848358.09,A,155078,69.01,3.546,,,,,,219.2604355,6.425,891387.14,831425.2,888948.1399999999,2011,9,36,0
8,2011-09-16,0,870971.82,A,155078,69.09,3.526,,,,,,219.4442443,6.425,848358.09,836707.85,886838.6375,2011,9,37,0
8,2011-09-23,0,806444.29,A,155078,68.72,3.467,,,,,,219.788581,6.425,870971.82,773725.08,880814.9675,2011,9,38,0
8,2011-09-30,0,809049.37,A,155078,72.2,3.355,,,,,,220.1329176,6.425,806444.29,804105.49,854290.335,2011,9,39,0
8,2011-10-07,0,929976.55,A,155078,67.61,3.285,,,,,,220.4772543,6.123,809049.37,870349.86,833705.8925000001,2011,10,40,0
8,2011-10-14,0,863188.26,A,155078,61.74,3.274,,,,,,220.7960935,6.123,929976.55,826546.96,854110.5075000001,2011,10,41,0
8,2011-10-21,0,905984.49,A,155078,59.97,3.353,,,,,,220.9619484,6.123,863188.26,836419.14,852164.6174999999,2011,10,42,0
8,2011-10-28,0,876712.31,A,155078,56.86,3.372,,,,,,221.1278032,6.123,905984.49,830756.76,877049.6675,2011,10,43,0
8,2011-11-04,0,947815.05,A,155078,49.68,3.332,,,,,,221.2936581,6.123,876712.31,927266.34,893965.4025,2011,11,44,0
8,2011-11-11,0,917088.48,A,155078,50.56,3.297,4971.01,4538.18,541.05,1407.72,3846.73,221.4595129,6.123,947815.05,911538.98,898425.0275000001,2011,11,45,0
8,2011-11-18,0,897032.1900000001,A,155078,51.72,3.308,6839.45,114.32,166.32,868.79,4442.66,221.6911738,6.123,917088.48,885608.04,911900.0825,2011,11,46,0
8,2011-11-25,1,1235163.86,A,155078,49.61,3.236,437.61,320.76,45968.51,110.41,992.9,221.9491571,6.123,897032.1900000001,1261693.16,909662.0075000001,2011,11,47,0
8,2011-12-02,0,986601.46,A,155078,40.82,3.172,2222.42,286.0,1464.46,1192.79,13865.57,222.2071405,6.123,1235163.86,952766.9299999999,999274.895,2011,12,48,0
8,2011-12-09,0,1051922.95,A,155078,30.51,3.158,4425.92,36.0,346.05,1791.15,9889.35,222.4651238,6.123,986601.46,1069061.63,1008971.4975,2011,12,49,0
8,2011-12-16,0,1118163.94,A,155078,39.79,3.159,739.45,34.0,326.76,169.2,2238.66,222.6910959,6.123,1051922.95,1220579.55,1042680.115,2011,12,50,0
8,2011-12-23,0,1462254.05,A,155078,38.16,3.112,1234.0,0.3,891.94,14.0,5884.24,222.8743862,6.123,1118163.94,1511641.09,1097963.0525,2011,12,51,0
8,2011-12-30,1,858572.22,A,155078,36.33,3.129,3701.08,36381.83,164.34,178.4,1508.56,223.0576765,6.123,1462254.05,773586.49,1154735.6,2011,12,52,0
8,2012-01-06,0,872113.23,A,155078,43.47,3.157,3093.39,26001.46,96.35,500.91,4468.63,223.2409668,5.825,858572.22,873065.23,1122728.29,2012,1,1,0
8,2012-01-13,0,817661.76,A,155078,36.46,3.261,6725.29,12764.99,15.98,299.73,3851.69,223.4242571,5.825,872113.23,809646.66,1077775.8599999999,2012,1,2,0
8,2012-01-20,0,813954.8200000001,A,155078,46.81,3.268,1643.08,1055.47,9.02,411.88,3161.92,223.5188055,5.825,817661.76,822668.23,1002650.3150000001,2012,1,3,0
8,2012-01-27,0,778178.53,A,155078,45.52,3.29,6065.01,730.16,15.18,30.28,24241.12,223.6133539,5.825,813954.8200000001,782256.66,840575.5075000001,2012,1,4,0
8,2012-02-03,0,927610.69,A,155078,45.56,3.36,41524.03,1412.41,83.15,18723.56,3886.31,223.7079023,5.825,778178.53,944594.78,820477.0850000001,2012,2,5,0
8,2012-02-10,1,1021400.42,A,155078,35.71,3.409,9332.6,3298.88,32.12,6530.08,4858.74,223.8024507,5.825,927610.69,996147.39,834351.4500000001,2012,2,6,0
8,2012-02-17,0,1096232.89,A,155078,37.51,3.51,4376.58,10723.12,10.5,1546.82,4117.02,223.9658621,5.825,1021400.42,1065108.64,885286.115,2012,2,7,0
8,2012-02-24,0,928537.54,A,155078,46.33,3.555,9712.39,4960.15,1.0,2441.26,5314.33,224.1809207,5.825,1096232.89,917317.15,955855.6325,2012,2,8,0
8,2012-03-02,0,952264.91,A,155078,50.95,3.63,19521.45,1000.19,0.6,5819.37,3641.54,224.3959793,5.825,928537.54,935266.4299999999,993445.385,2012,3,9,0
8,2012-03-09,0,960115.56,A,155078,49.59,3.669,7740.12,269.44,2.0,509.65,4678.17,224.6110379,5.825,952264.91,900387.29,999608.9400000001,2012,3,10,0
8,2012-03-16,0,921178.39,A,155078,56.63,3.734,4879.04,501.9,6.14,1078.01,1288.81,224.7657327,5.825,960115.56,898289.14,984287.7250000001,2012,3,11,0
8,2012-03-23,0,874223.25,A,155078,52.9,3.787,6155.76,499.11,2.04,403.32,2748.36,224.8399424,5.825,921178.39,827968.36,940524.1000000001,2012,3,12,0
8,2012-03-30,0,905935.29,A,155078,66.69,3.845,6052.68,121.67,,375.27,1715.7,224.9141521,5.825,874223.25,878762.3,926945.5275000001,2012,3,13,0
8,2012-04-06,0,1046816.59,A,155078,62.18,3.891,6821.13,,27.04,2101.86,3627.77,224.9883618,5.679,905935.29,949825.83,915363.1225,2012,4,14,0
8,2012-04-13,0,909989.45,A,155078,65.19,3.891,7627.83,4689.55,4.2,940.82,1723.28,225.0625714,5.679,1046816.59,908278.74,937038.38,2012,4,15,0
8,2012-04-20,0,872288.46,A,155078,63.59,3.877,3600.79,2105.64,4.9,1768.65,14945.23,225.1179914,5.679,909989.45,937473.13,934241.1449999999,2012,4,16,0
8,2012-04-27,0,879448.25,A,155078,70.34,3.814,5440.25,1.5,2.2,15.6,3302.44,225.1734114,5.679,872288.46,855014.77,933757.4475,2012,4,17,0
9,2011-02-04,0,544612.28,B,125833,31.82,2.989,,,,,,216.1162864,6.416,463561.48,549505.55,466662.91000000003,2011,2,5,1
9,2011-02-11,1,555279.02,B,125833,34.13,3.022,,,,,,216.496729,6.416,544612.28,552677.48,480070.535,2011,2,6,1
9,2011-02-18,0,610985.56,B,125833,58.5,3.045,,,,,,216.8154856,6.416,555279.02,511327.9,504368.6175,2011,2,7,1
9,2011-02-25,0,513107.2,B,125833,59.01,3.065,,,,,,217.1095679,6.416,610985.56,473773.27,543609.585,2011,2,8,1
9,2011-03-04,0,542016.18,B,125833,60.67,3.288,,,,,,217.4036503,6.416,513107.2,507297.88,555996.015,2011,3,9,1
9,2011-03-11,0,517783.5,B,125833,54.75,3.459,,,,,,217.6977326,6.416,542016.18,494145.8,555346.99,2011,3,10,1
9,2011-03-18,0,515226.11,B,125833,63.82,3.488,,,,,,217.9563371,6.416,517783.5,485744.61,545973.1100000001,2011,3,11,1
9,2011-03-25,0,497488.39999999997,B,125833,68.79,3.473,,,,,,218.2007506,6.416,515226.11,484946.56,522033.24750000006,2011,3,12,1
9,2011-04-01,0,520962.14,B,125833,56.12,3.524,,,,,,218.445164,6.38,497488.39999999997,545206.32,518128.54750000004,2011,4,13,1
9,2011-04-08,0,561625.92,B,125833,71.4,3.622,,,,,,218.6895775,6.38,520962.14,529384.3099999999,512865.0375,2011,4,14,1
9,2011-04-15,0,528420.28,B,125833,71.9,3.743,,,,,,218.9134935,6.38,561625.92,485764.32,523825.6425,2011,4,15,1
9,2011-04-22,0,549502.11,B,125833,72.35,3.807,,,,,,219.0861659,6.38,528420.28,488683.57,527124.185,2011,4,16,1
9,2011-04-29,0,532226.2,B,125833,70.85,3.81,,,,,,219.2588382,6.38,549502.11,491723.42,540127.6125,2011,4,17,1
9,2011-05-06,0,545251.1,B,125833,62.2,3.906,,,,,,219.4315106,6.38,532226.2,526128.61,542943.6275000001,2011,5,18,1
9,2011-05-13,0,539126.0,B,125833,77.66,3.899,,,,,,219.6041829,6.38,545251.1,492792.8,538849.9225,2011,5,19,1
9,2011-05-20,0,518266.9,B,125833,70.49,3.907,,,,,,219.3622809,6.38,539126.0,506274.94,541526.3525,2011,5,20,1
9,2011-05-27,0,553834.04,B,125833,80.42,3.786,,,,,,219.1203788,6.38,518266.9,558143.53,533717.55,2011,5,21,1
9,2011-06-03,0,587004.29,B,125833,85.8,3.699,,,,,,218.8784768,6.38,553834.04,586061.46,539119.51,2011,6,22,1
9,2011-06-10,0,550076.3200000001,B,125833,85.81,3.648,,,,,,218.6365747,6.38,587004.29,522715.68,549557.8075,2011,6,23,1
9,2011-06-17,0,558671.14,B,125833,89.15,3.637,,,,,,218.5877333,6.38,550076.3200000001,513073.87,552295.3875000001,2011,6,24,1
9,2011-06-24,0,538745.9299999999,B,125833,86.74,3.594,,,,,,218.6836874,6.38,558671.14,509263.28,562396.4475,2011,6,25,1
9,2011-07-01,0,537064.03,B,125833,89.14,3.524,,,,,,218.7796415,6.404,538745.9299999999,528832.54,558624.42,2011,7,26,1
9,2011-07-08,0,535983.13,B,125833,89.04,3.48,,,,,,218.8755955,6.404,537064.03,485389.14999999997,546139.355,2011,7,27,1
9,2011-07-15,0,512834.04000000004,B,125833,90.45,3.575,,,,,,218.9607242,6.404,535983.13,474030.51,542616.0575,2011,7,28,1
9,2011-07-22,0,491449.94,B,125833,89.08,3.651,,,,,,219.0187895,6.404,512834.04000000004,462676.5,531156.7825,2011,7,29,1
9,2011-07-29,0,471449.98000000004,B,125833,91.1,3.682,,,,,,219.0768548,6.404,491449.94,468675.19,519332.78500000003,2011,7,30,1
9,2011-08-05,0,554879.67,B,125833,91.52,3.684,,,,,,219.1349201,6.404,471449.98000000004,522815.45,502929.2725,2011,8,31,1
9,2011-08-12,0,520284.79,B,125833,91.63,3.638,,,,,,219.1929854,6.404,554879.67,481897.98000000004,507653.4075,2011,8,32,1
9,2011-08-19,0,540819.44,B,125833,85.8,3.554,,,,,,219.2556109,6.404,520284.79,499325.38,509516.095,2011,8,33,1
9,2011-08-26,0,542663.53,B,125833,88.95,3.523,,,,,,219.3189965,6.404,540819.44,506789.66,521858.47,2011,8,34,1
9,2011-09-02,0,544643.33,B,125833,89.33,3.533,,,,,,219.382382,6.404,542663.53,511049.06,539661.8574999999,2011,9,35,1
9,2011-09-09,1,528784.86,B,125833,75.65,3.546,,,,,,219.4457675,6.404,544643.33,484835.2,537102.7725,2011,9,36,1
9,2011-09-16,0,500274.03,B,125833,77.95,3.526,,,,,,219.6297841,6.404,528784.86,463448.58999999997,539227.79,2011,9,37,1
